Customer No,Customer Name,CNIC,City,Age,Gender,Account Number,Branch Code,Account Opening Date,Account Type,Account Status,Risk Category,KYC Status,Debit Card Company,Debit Card Type,Customer Year End Balance 2023,Customer Year End Balance 2024,Customer Year End Balance 2025,Customer Year End Balance 2026,Customer Credit Transactions Count 2023,Customer Credit Transactions Count 2024,Customer Credit Transactions Count 2025,Customer Credit Transactions Count 2026,Customer Total Credit Transaction Amount 2023,Customer Total Credit Transaction Amount 2024,Customer Total Credit Transaction Amount 2025,Customer Total Credit Transaction Amount 2026,Customer Debit Transactions Count 2023,Customer Debit Transactions Count 2024,Customer Debit Transactions Count 2025,Customer Debit Transactions Count 2026,Customer Total Debit Transaction Amount 2023,Customer Total Debit Transaction Amount 2024,Customer Total Debit Transaction Amount 2025,Customer Total Debit Transaction Amount 2026
732376,Arslan Butt,74927-5169354-5,Karachi,50,Male,22394391751764,516,2026-02-13,Saving,Dormant,Medium,Completed,Unknown,Gold,0.0,0.0,0.0,71932.43,0,0,0,260,0.0,0.0,0.0,449572.77,0,0,0,264,0.0,0.0,0.0,628847.9
605540,Imran Haider,82218-7921413-5,Gujranwala,66,Male,85289559041160,550,2026-06-17,Saving,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,17114.96,0,0,0,21,0.0,0.0,0.0,25085.55,0,0,0,66,0.0,0.0,0.0,61726.29
785283,Alishba Butt,94857-9918683-1,Lahore,46,Female,62293378488625,696,2026-06-13,Current,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,6970.65,0,0,0,26,0.0,0.0,0.0,11679.31,0,0,0,5,0.0,0.0,0.0,478.66
931871,Kiran Akhtar,57993-1642921-3,Lahore,62,Female,67996112127707,816,2026-03-25,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,33690.2,0,0,0,163,0.0,0.0,0.0,376582.71,0,0,0,188,0.0,0.0,0.0,347797.54
771450,Saad Khalid,62148-5408613-3,Gujranwala,64,Male,75663844775312,518,2026-05-11,Saving,Active,Medium,Completed,Mastercard,Gold,0.0,0.0,0.0,26306.07,0,0,0,105,0.0,0.0,0.0,103197.57,0,0,0,192,0.0,0.0,0.0,216956.34
854329,Maryam Butt,70746-3582114-8,Hyderabad,54,Female,93593249408313,324,2026-01-26,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,119746.76,0,0,0,356,0.0,0.0,0.0,1337931.59,0,0,0,485,0.0,0.0,0.0,1200670.32
419054,Nadia Baig,69725-6894986-4,Karachi,58,Female,46790111511260,965,2026-06-02,Current,Active,Medium,Completed,UnionPay,Gold,0.0,0.0,0.0,32441.56,0,0,0,199,0.0,0.0,0.0,553549.78,0,0,0,141,0.0,0.0,0.0,153301.3
845131,Rimsha Nadeem,83540-5619521-5,Peshawar,31,Female,21750936150626,494,2026-06-24,Saving,Active,Low,Completed,Unknown,Classic,0.0,0.0,0.0,41655.54,0,0,0,152,0.0,0.0,0.0,176212.14,0,0,0,294,0.0,0.0,0.0,903654.86
423620,Bilal Ahmed,23452-3604423-2,Karachi,40,Male,24785216282718,425,2026-06-18,Saving,Active,Medium,Completed,Visa,Classic,0.0,0.0,0.0,45792.13,0,0,0,190,0.0,0.0,0.0,329886.98,0,0,0,162,0.0,0.0,0.0,351325.7
636365,Talha Sheikh,20486-2107236-5,Lahore,57,Male,43609200324411,553,2026-04-19,Current,Active,Low,Completed,PayPak,Classic,0.0,0.0,0.0,38271.12,0,0,0,167,0.0,0.0,0.0,234918.49,0,0,0,180,0.0,0.0,0.0,189708.07
420168,Ovais Latif,87954-3077355-2,Peshawar,61,Male,41627102615603,520,2026-05-07,Saving,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,73011.52,0,0,0,252,0.0,0.0,0.0,987541.05,0,0,0,388,0.0,0.0,0.0,2188183.32
133993,Ehsan Ullah,81891-7998303-4,Lahore,43,Male,37238090531313,94,2026-04-16,Saving,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,32981.29,0,0,0,83,0.0,0.0,0.0,59433.41,0,0,0,58,0.0,0.0,0.0,54599.25
936540,Talha Sheikh,50432-5129310-7,Gujranwala,47,Male,60820549200991,831,2026-02-13,Current,Closed,Low,Completed,Mastercard,Platinum,0.0,0.0,0.0,185995.36,0,0,0,354,0.0,0.0,0.0,4274951.56,0,0,0,473,0.0,0.0,0.0,3553938.24
937568,Sadia Farooq,66656-2971909-3,Karachi,55,Female,11032462763855,729,2026-02-07,Saving,Active,Low,Completed,PayPak,Classic,0.0,0.0,0.0,179750.45,0,0,0,380,0.0,0.0,0.0,4625526.35,0,0,0,421,0.0,0.0,0.0,2612010.47
914594,Nayab Aziz,18057-4940880-4,Rawalpindi,63,Female,67569876544776,159,2026-01-02,Current,Active,Low,Completed,PayPak,Gold,0.0,0.0,0.0,34234.82,0,0,0,122,0.0,0.0,0.0,400832.85,0,0,0,337,0.0,0.0,0.0,1071193.22
721862,Rizwan Qureshi,39739-4498553-7,Lahore,30,Male,83241519180412,86,2026-02-03,Saving,Active,Low,Completed,Mastercard,Gold,0.0,0.0,0.0,25102.47,0,0,0,27,0.0,0.0,0.0,35035.54,0,0,0,197,0.0,0.0,0.0,167410.66
521644,Junaid Aslam,42234-4730458-7,Sukkur,48,Male,85850039620496,125,2026-06-18,Current,Active,Low,Completed,Mastercard,Signature,0.0,0.0,0.0,12719.64,0,0,0,84,0.0,0.0,0.0,119235.7,0,0,0,5,0.0,0.0,0.0,1743.89
817168,Warda Anwar,26649-2992058-7,Faisalabad,26,Female,12283274992524,264,2026-04-13,Saving,Active,Low,Pending,Mastercard,Gold,0.0,0.0,0.0,23275.25,0,0,0,24,0.0,0.0,0.0,13392.9,0,0,0,87,0.0,0.0,0.0,81706.08
926023,Amna Sheikh,47290-6349977-7,Islamabad,58,Female,62352691420284,489,2026-01-17,Saving,Dormant,High,Completed,PayPak,Signature,0.0,0.0,0.0,69584.44,0,0,0,342,0.0,0.0,0.0,1511312.71,0,0,0,415,0.0,0.0,0.0,971794.05
746055,Faisal Iqbal,36484-1128192-7,Lahore,47,Male,63824970627550,20,2026-04-13,Current,Active,Low,Completed,Mastercard,Signature,0.0,0.0,0.0,33194.27,0,0,0,49,0.0,0.0,0.0,33552.24,0,0,0,180,0.0,0.0,0.0,97416.54
190403,Usman Tariq,10822-7841957-5,Peshawar,23,Male,49785909704815,571,2026-01-01,Current,Active,Medium,Completed,Unknown,Classic,0.0,0.0,0.0,37634.43,0,0,0,96,0.0,0.0,0.0,146270.82,0,0,0,138,0.0,0.0,0.0,253315.84
348279,Salman Yousuf,64637-5948313-6,Rawalpindi,54,Male,10105446514717,231,2026-05-11,Saving,Active,Medium,Completed,Mastercard,Platinum,0.0,0.0,0.0,17973.54,0,0,0,38,0.0,0.0,0.0,28453.09,0,0,0,68,0.0,0.0,0.0,48444.68
341422,Bilal Ahmed,81607-2179291-2,Karachi,48,Male,81025899641652,13,2026-04-18,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,394877.91,0,0,0,337,0.0,0.0,0.0,5080765.32,0,0,0,419,0.0,0.0,0.0,2355898.52
171645,Shazia Elahi,23278-5714995-8,Karachi,40,Female,63214315076462,779,2026-04-01,Current,Active,Medium,Completed,Visa,Classic,0.0,0.0,0.0,11373.54,0,0,0,63,0.0,0.0,0.0,44351.84,0,0,0,5,0.0,0.0,0.0,3537.66
249888,Saba Yousuf,88053-5716683-8,Rawalpindi,57,Female,70391502981835,324,2026-03-11,Saving,Dormant,Medium,Pending,Visa,Gold,0.0,0.0,0.0,51092.58,0,0,0,253,0.0,0.0,0.0,642441.27,0,0,0,281,0.0,0.0,0.0,992779.98
688961,Tariq Mehmood,31905-9832952-3,Faisalabad,18,Male,83694916324250,967,2026-04-04,Current,Active,Medium,Completed,Mastercard,Classic,0.0,0.0,0.0,46585.03,0,0,0,272,0.0,0.0,0.0,1208011.47,0,0,0,363,0.0,0.0,0.0,692879.92
848225,Bushra Mirza,11333-7496124-4,Karachi,20,Female,14836461343162,479,2026-03-10,Saving,Active,Low,Completed,Visa,Unknown,0.0,0.0,0.0,171417.33,0,0,0,392,0.0,0.0,0.0,3849831.14,0,0,0,425,0.0,0.0,0.0,1632579.81
372056,Fahad Mirza,32048-4489705-2,Hyderabad,47,Male,75135674669103,804,2026-04-21,Current,Active,Low,Pending,PayPak,Classic,0.0,0.0,0.0,98593.34,0,0,0,315,0.0,0.0,0.0,1647628.83,0,0,0,344,0.0,0.0,0.0,769861.95
125352,Shazia Elahi,26477-3325121-1,Abbottabad,38,Female,65255769710462,247,2026-03-04,Saving,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,57506.57,0,0,0,286,0.0,0.0,0.0,448082.93,0,0,0,348,0.0,0.0,0.0,1376579.81
374013,Saad Khalid,58583-5802950-4,Lahore,45,Male,69385956063499,382,2026-01-12,Saving,Active,Low,Pending,Visa,Gold,0.0,0.0,0.0,149034.29,0,0,0,442,0.0,0.0,0.0,2871135.5,0,0,0,441,0.0,0.0,0.0,3199054.07
489694,Faisal Iqbal,18970-8038029-1,Lahore,59,Male,43347217047211,302,2026-02-07,Current,Active,Low,Completed,Unknown,Gold,0.0,0.0,0.0,31030.66,0,0,0,208,0.0,0.0,0.0,435442.83,0,0,0,251,0.0,0.0,0.0,206241.48
968413,Danish Farooqi,63797-5655236-7,Quetta,46,Male,47108410499254,49,2026-04-03,Saving,Active,Low,Completed,Mastercard,Platinum,0.0,0.0,0.0,14445.55,0,0,0,56,0.0,0.0,0.0,32221.19,0,0,0,5,0.0,0.0,0.0,5077.47
287895,Unknown,52034-1226864-7,Lahore,50,Female,81555944302097,403,2026-06-10,Current,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,13836.88,0,0,0,43,0.0,0.0,0.0,31099.12,0,0,0,110,0.0,0.0,0.0,88825.72
103096,Salman Yousuf,74681-5641703-3,Quetta,28,Male,63901651546875,482,2026-01-22,Saving,Active,Low,Completed,Mastercard,Platinum,0.0,0.0,0.0,173367.91,0,0,0,351,0.0,0.0,0.0,3273070.61,0,0,0,466,0.0,0.0,0.0,1638848.69
962753,Danish Farooqi,85504-8555292-1,Islamabad,75,Male,40330052510099,704,2026-02-16,Current,Dormant,Medium,Completed,Mastercard,Classic,0.0,0.0,0.0,33381.73,0,0,0,311,0.0,0.0,0.0,767704.71,0,0,0,300,0.0,0.0,0.0,587001.27
948447,Rimsha Nadeem,91346-1582149-7,Hyderabad,25,Female,15748308651052,344,2026-06-12,Saving,Active,Low,Pending,PayPak,Classic,0.0,0.0,0.0,23705.17,0,0,0,199,0.0,0.0,0.0,505960.48,0,0,0,253,0.0,0.0,0.0,447632.5
480465,Tariq Mehmood,98529-9367023-7,Gujrat,74,Male,88669686309307,179,2026-01-04,Saving,Dormant,Low,Completed,Visa,Classic,0.0,0.0,0.0,37171.78,0,0,0,152,0.0,0.0,0.0,317854.63,0,0,0,193,0.0,0.0,0.0,581898.19
877441,Waqas Ahmed,29107-1475762-3,Faisalabad,68,Male,40534479202433,324,2026-06-08,Current,Active,Low,Completed,Mastercard,Classic,0.0,0.0,0.0,104203.52,0,0,0,354,0.0,0.0,0.0,1319199.24,0,0,0,402,0.0,0.0,0.0,2411403.55
407669,Imran Haider,45656-4185766-0,Karachi,42,Male,40645342233092,109,2026-04-19,Current,Active,Low,Completed,Visa,Gold,0.0,0.0,0.0,35386.68,0,0,0,180,0.0,0.0,0.0,854421.52,0,0,0,240,0.0,0.0,0.0,257075.23
177354,Rabia Aslam,72023-3672311-7,Bahawalpur,47,Female,21302946032675,118,2026-03-07,Current,Active,Low,Completed,Visa,Gold,0.0,0.0,0.0,32872.18,0,0,0,155,0.0,0.0,0.0,267859.92,0,0,0,72,0.0,0.0,0.0,116826.4
711115,Waseem Abbas,11889-1251465-2,Karachi,35,Male,50409498894498,569,2026-04-08,Saving,Closed,Medium,Completed,UnionPay,Classic,0.0,0.0,0.0,19848.96,0,0,0,74,0.0,0.0,0.0,148395.82,0,0,0,44,0.0,0.0,0.0,29848.61
424446,Arslan Butt,91966-7113899-0,Islamabad,30,Male,94401511063385,593,2026-05-08,Saving,Active,Medium,Completed,Visa,Classic,0.0,0.0,0.0,24593.65,0,0,0,76,0.0,0.0,0.0,88514.66,0,0,0,87,0.0,0.0,0.0,86934.76
427510,Bilal Ahmed,77179-6595788-3,Multan,45,Male,64547772194076,144,2026-05-30,Saving,Active,Low,Pending,Mastercard,Classic,0.0,0.0,0.0,52898.98,0,0,0,349,0.0,0.0,0.0,2201333.85,0,0,0,310,0.0,0.0,0.0,1472938.1
548502,Tariq Mehmood,94107-3228752-7,Lahore,62,Male,30131391671952,389,2026-02-05,Saving,Active,High,Pending,Visa,Classic,0.0,0.0,0.0,30473.12,0,0,0,163,0.0,0.0,0.0,362856.02,0,0,0,247,0.0,0.0,0.0,495127.35
334392,Maryam Butt,89352-9075088-1,Gujranwala,69,Female,97174365233722,137,2026-03-22,Saving,Active,Medium,Completed,PayPak,Gold,0.0,0.0,0.0,110209.03,0,0,0,355,0.0,0.0,0.0,2165084.21,0,0,0,431,0.0,0.0,0.0,2279186.32
914538,Rizwan Qureshi,47783-8788778-1,Rawalpindi,27,Male,18036200958029,142,2026-03-13,Saving,Dormant,Medium,Completed,Unknown,Classic,0.0,0.0,0.0,31980.45,0,0,0,223,0.0,0.0,0.0,342690.16,0,0,0,136,0.0,0.0,0.0,268851.41
996545,Tahira Sheikh,48652-7712467-2,Peshawar,43,Female,35755822322264,815,2026-02-28,Current,Active,Low,Completed,PayPak,Classic,0.0,0.0,0.0,37629.39,0,0,0,262,0.0,0.0,0.0,559929.96,0,0,0,289,0.0,0.0,0.0,443798.63
290488,Ali Raza,58655-5827783-7,Multan,52,Male,38866333217125,870,2026-02-18,Current,Active,Medium,Completed,Mastercard,Gold,0.0,0.0,0.0,53051.99,0,0,0,186,0.0,0.0,0.0,130005.19,0,0,0,262,0.0,0.0,0.0,214510.72
995773,Komal Akram,83315-9317807-5,Karachi,26,Female,44551957426802,328,2026-04-27,Saving,Closed,Low,Pending,UnionPay,Gold,0.0,0.0,0.0,29598.85,0,0,0,185,0.0,0.0,0.0,197963.68,0,0,0,97,0.0,0.0,0.0,154357.5
219612,Bushra Mirza,83912-5254247-1,Karachi,19,Female,99220544346632,64,2026-05-16,Saving,Active,Medium,Completed,Mastercard,Gold,0.0,0.0,0.0,376737.35,0,0,0,427,0.0,0.0,0.0,14899688.73,0,0,0,385,0.0,0.0,0.0,10716027.94
257597,Qasim Nadeem,87162-8823879-2,Gujranwala,52,Male,47954408906694,324,2026-06-13,Saving,Active,Low,Completed,Unknown,Signature,0.0,0.0,0.0,35725.06,0,0,0,240,0.0,0.0,0.0,883078.13,0,0,0,242,0.0,0.0,0.0,324194.08
619555,Amber Raza,83846-2054169-7,Islamabad,19,Female,80633882780847,424,2026-06-07,Saving,Active,Low,Completed,Mastercard,Platinum,0.0,0.0,0.0,93240.71,0,0,0,354,0.0,0.0,0.0,2253246.22,0,0,0,320,0.0,0.0,0.0,1049849.52
743324,Haris Javed,85550-3640753-0,Lahore,68,Male,75412282331748,294,2026-06-04,Current,Active,Low,Pending,PayPak,Gold,0.0,0.0,0.0,10959.66,0,0,0,5,0.0,0.0,0.0,3833.25,0,0,0,66,0.0,0.0,0.0,38105.09
847930,Talha Sheikh,71090-7987972-7,Islamabad,28,Male,71604898242795,865,2026-06-02,Saving,Active,Low,Completed,PayPak,Platinum,0.0,0.0,0.0,36339.97,0,0,0,127,0.0,0.0,0.0,216463.64,0,0,0,134,0.0,0.0,0.0,86874.75
202132,Umar Farooq,90124-3457632-6,Sukkur,39,Male,77492772668251,324,2026-04-10,Saving,Active,Low,Completed,PayPak,Signature,0.0,0.0,0.0,25643.87,0,0,0,52,0.0,0.0,0.0,25821.84,0,0,0,66,0.0,0.0,0.0,26049.39
427496,Uzma Sultan,61965-7983976-5,Karachi,43,Female,95115120203796,564,2026-05-23,Current,Active,Low,Completed,Mastercard,Gold,0.0,0.0,0.0,169544.72,0,0,0,382,0.0,0.0,0.0,1606587.64,0,0,0,445,0.0,0.0,0.0,2679296.02
507898,Shazia Elahi,20631-1295811-8,Gujrat,28,Female,29361127960390,832,2026-06-28,Saving,Active,Low,Completed,Visa,Classic,0.0,0.0,0.0,21890.73,0,0,0,77,0.0,0.0,0.0,95474.21,0,0,0,143,0.0,0.0,0.0,111508.41
325285,Amna Sheikh,93598-4079045-7,Rawalpindi,75,Female,76203641516658,628,2026-02-11,Current,Active,Low,Completed,UnionPay,Classic,0.0,0.0,0.0,53327.23,0,0,0,253,0.0,0.0,0.0,625038.24,0,0,0,242,0.0,0.0,0.0,1022868.23
